sourceID,sourceAddress,sourceType,sourceLocation,destinationServiceAddress,destinationServiceType,destinationLocation,accessedNodeAddress,accessedNodeType,operation,value,timestamp,normality
lightcontrol13,/agent13/lightcontrol13,/lightControler,Bedroom,/agent13/movement13,/movementSensor,Bedroom,/agent13/movement13/movement,/derived/boolean,read,0,1520032032558,normal
tempin13,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,write,20.2783,1520032045494,normal
heatingcontrol3,/agent12/heatingcontrol3,/thermostat,Entrance,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,read,20.2783,1520032049184,normal
lightcontrol13,/agent13/lightcontrol13,/lightControler,Bedroom,/agent13/movement13,/movementSensor,Bedroom,/agent13/movement13/movement,/derived/boolean,read,0,1520032054596,normal
tempin13,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,write,20.3671,1520032066650,normal
lightcontrol13,/agent13/lightcontrol13,/lightControler,Bedroom,/agent13/movement13,/movementSensor,Bedroom,/agent13/movement13/movement,/derived/boolean,read,0,1520032075854,normal
tempin13,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,write,19.8014,1520032091957,normal
lightcontrol13,/agent13/lightcontrol13,/lightControler,Bedroom,/agent13/movement13,/movementSensor,Bedroom,/agent13/movement13/movement,/derived/boolean,read,0,1520032096887,normal
tempin29,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,write,20.0972,1520032107639,normal
tempin13,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,write,20.1297,1520032115491,normal
lightcontrol13,/agent13/lightcontrol13,/lightControler,Bedroom,/agent13/movement13,/movementSensor,Bedroom,/agent13/movement13/movement,/derived/boolean,read,0,1520032117941,normal
tempin29,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,write,20.0985,1520032129913,normal
tempin13,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,write,20.1997,1520032136524,normal
lightcontrol13,/agent13/lightcontrol13,/lightControler,Bedroom,/agent13/movement13,/movementSensor,Bedroom,/agent13/movement13/movement,/derived/boolean,read,0,1520032138574,normal
lightcontrol29,/agent29/lightcontrol29,/lightControler,room_10,/agent29/movement29,/movementSensor,room_10,/agent29/movement29/movement,/derived/boolean,read,0,1520032144652,normal
tempin29,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,write,19.5857,1520032151079,normal
tempin13,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,write,20.0022,1520032157454,normal
lightcontrol13,/agent13/lightcontrol13,/lightControler,Bedroom,/agent13/movement13,/movementSensor,Bedroom,/agent13/movement13/movement,/derived/boolean,read,0,1520032159227,normal
lightcontrol29,/agent29/lightcontrol29,/lightControler,room_10,/agent29/movement29,/movementSensor,room_10,/agent29/movement29/movement,/derived/boolean,read,0,1520032166505,normal
tempin29,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,write,20.1541,1520032171712,normal
tempin13,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,write,20.3693,1520032178385,normal
lightcontrol13,/agent13/lightcontrol13,/lightControler,Bedroom,/agent13/movement13,/movementSensor,Bedroom,/agent13/movement13/movement,/derived/boolean,read,0,1520032180855,normal
lightcontrol29,/agent29/lightcontrol29,/lightControler,room_10,/agent29/movement29,/movementSensor,room_10,/agent29/movement29/movement,/derived/boolean,read,0,1520032187128,normal
tempin29,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,write,19.9555,1520032192376,normal
tempin13,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,write,20.3038,1520032199059,normal
lightcontrol13,/agent13/lightcontrol13,/lightControler,Bedroom,/agent13/movement13,/movementSensor,Bedroom,/agent13/movement13/movement,/derived/boolean,read,0,1520032201498,normal
lightcontrol29,/agent29/lightcontrol29,/lightControler,room_10,/agent29/movement29,/movementSensor,room_10,/agent29/movement29/movement,/derived/boolean,read,0,1520032207802,normal
tempin29,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,write,19.8362,1520032213101,normal
tempin13,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,write,20.4166,1520032219753,normal
lightcontrol13,/agent13/lightcontrol13,/lightControler,Bedroom,/agent13/movement13,/movementSensor,Bedroom,/agent13/movement13/movement,/derived/boolean,read,0,1520032222101,normal
lightcontrol29,/agent29/lightcontrol29,/lightControler,room_10,/agent29/movement29,/movementSensor,room_10,/agent29/movement29/movement,/derived/boolean,read,0,1520032228425,normal
tempin29,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,write,19.8434,1520032234575,normal
tempin13,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,write,20.2786,1520032240335,normal
lightcontrol13,/agent13/lightcontrol13,/lightControler,Bedroom,/agent13/movement13,/movementSensor,Bedroom,/agent13/movement13/movement,/derived/boolean,read,0,1520032242744,normal
lightcontrol29,/agent29/lightcontrol29,/lightControler,room_10,/agent29/movement29,/movementSensor,room_10,/agent29/movement29/movement,/derived/boolean,read,0,1520032249027,normal
tempin29,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,write,19.6167,1520032255229,normal
tempin13,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,write,20.0903,1520032261010,normal
lightcontrol13,/agent13/lightcontrol13,/lightControler,Bedroom,/agent13/movement13,/movementSensor,Bedroom,/agent13/movement13/movement,/derived/boolean,read,0,1520032263623,normal
lightcontrol29,/agent29/lightcontrol29,/lightControler,room_10,/agent29/movement29,/movementSensor,room_10,/agent29/movement29/movement,/derived/boolean,read,0,1520032269825,normal
tempin29,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,write,20.3353,1520032275852,normal
tempin13,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,write,19.5867,1520032281694,normal
lightcontrol13,/agent13/lightcontrol13,/lightControler,Bedroom,/agent13/movement13,/movementSensor,Bedroom,/agent13/movement13/movement,/derived/boolean,read,0,1520032284287,normal
lightcontrol29,/agent29/lightcontrol29,/lightControler,room_10,/agent29/movement29,/movementSensor,room_10,/agent29/movement29/movement,/derived/boolean,read,0,1520032290755,normal
tempin29,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,write,19.6876,1520032296526,normal
tempin13,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,write,20.2322,1520032302276,normal
lightcontrol13,/agent13/lightcontrol13,/lightControler,Bedroom,/agent13/movement13,/movementSensor,Bedroom,/agent13/movement13/movement,/derived/boolean,read,0,1520032305105,normal
lightcontrol29,/agent29/lightcontrol29,/lightControler,room_10,/agent29/movement29,/movementSensor,room_10,/agent29/movement29/movement,/derived/boolean,read,0,1520032311337,normal
tempin29,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,write,19.7501,1520032317292,normal
tempin13,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,write,20.2791,1520032322837,normal
lightcontrol13,/agent13/lightcontrol13,/lightControler,Bedroom,/agent13/movement13,/movementSensor,Bedroom,/agent13/movement13/movement,/derived/boolean,read,0,1520032325738,normal
lightcontrol29,/agent29/lightcontrol29,/lightControler,room_10,/agent29/movement29,/movementSensor,room_10,/agent29/movement29/movement,/derived/boolean,read,0,1520032332175,normal
tempin29,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,write,19.5437,1520032337925,normal
tempin13,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,write,20.0368,1520032343419,normal
lightcontrol13,/agent13/lightcontrol13,/lightControler,Bedroom,/agent13/movement13,/movementSensor,Bedroom,/agent13/movement13/movement,/derived/boolean,read,0,1520032346341,normal
lightcontrol29,/agent29/lightcontrol29,/lightControler,room_10,/agent29/movement29,/movementSensor,room_10,/agent29/movement29/movement,/derived/boolean,read,0,1520032352911,normal
tempin29,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,write,20.2355,1520032358507,normal
tempin13,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,write,20.0818,1520032364483,normal
lightcontrol13,/agent13/lightcontrol13,/lightControler,Bedroom,/agent13/movement13,/movementSensor,Bedroom,/agent13/movement13/movement,/derived/boolean,read,0,1520032366902,normal
lightcontrol29,/agent29/lightcontrol29,/lightControler,room_10,/agent29/movement29,/movementSensor,room_10,/agent29/movement29/movement,/derived/boolean,read,0,1520032373523,normal
tempin29,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,write,19.9211,1520032379079,normal
tempin13,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,write,19.7209,1520032385157,normal
lightcontrol13,/agent13/lightcontrol13,/lightControler,Bedroom,/agent13/movement13,/movementSensor,Bedroom,/agent13/movement13/movement,/derived/boolean,read,0,1520032387484,normal
lightcontrol29,/agent29/lightcontrol29,/lightControler,room_10,/agent29/movement29,/movementSensor,room_10,/agent29/movement29/movement,/derived/boolean,read,0,1520032394146,normal
tempin29,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,write,19.8841,1520032399661,normal
tempin13,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,write,19.5748,1520032405780,normal
lightcontrol13,/agent13/lightcontrol13,/lightControler,Bedroom,/agent13/movement13,/movementSensor,Bedroom,/agent13/movement13/movement,/derived/boolean,read,0,1520032408076,normal
lightcontrol29,/agent29/lightcontrol29,/lightControler,room_10,/agent29/movement29,/movementSensor,room_10,/agent29/movement29/movement,/derived/boolean,read,0,1520032414749,normal
tempin29,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,write,20.1620,1520032420304,normal
tempin13,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,write,20.0380,1520032426383,normal
lightcontrol13,/agent13/lightcontrol13,/lightControler,Bedroom,/agent13/movement13,/movementSensor,Bedroom,/agent13/movement13/movement,/derived/boolean,read,0,1520032428679,normal
lightcontrol29,/agent29/lightcontrol29,/lightControler,room_10,/agent29/movement29,/movementSensor,room_10,/agent29/movement29/movement,/derived/boolean,read,0,1520032435423,normal
tempin29,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,write,19.9866,1520032440907,normal
tempin13,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,write,19.5365,1520032447293,normal
lightcontrol13,/agent13/lightcontrol13,/lightControler,Bedroom,/agent13/movement13,/movementSensor,Bedroom,/agent13/movement13/movement,/derived/boolean,read,0,1520032449261,normal
lightcontrol29,/agent29/lightcontrol29,/lightControler,room_10,/agent29/movement29,/movementSensor,room_10,/agent29/movement29/movement,/derived/boolean,read,0,1520032456179,normal
tempin29,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,write,19.8032,1520032461571,normal
tempin13,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,write,19.6716,1520032468664,normal
lightcontrol13,/agent13/lightcontrol13,/lightControler,Bedroom,/agent13/movement13,/movementSensor,Bedroom,/agent13/movement13/movement,/derived/boolean,read,0,1520032469863,normal
lightcontrol29,/agent29/lightcontrol29,/lightControler,room_10,/agent29/movement29,/movementSensor,room_10,/agent29/movement29/movement,/derived/boolean,read,0,1520032476771,normal
tempin29,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,write,19.6108,1520032482286,normal
tempin13,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,write,19.8629,1520032489471,normal
lightcontrol13,/agent13/lightcontrol13,/lightControler,Bedroom,/agent13/movement13,/movementSensor,Bedroom,/agent13/movement13/movement,/derived/boolean,read,0,1520032490506,normal
lightcontrol29,/agent29/lightcontrol29,/lightControler,room_10,/agent29/movement29,/movementSensor,room_10,/agent29/movement29/movement,/derived/boolean,read,0,1520032497958,normal
tempin29,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,write,20.2998,1520032503011,normal
tempin13,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,write,20.2956,1520032510258,normal
lightcontrol13,/agent13/lightcontrol13,/lightControler,Bedroom,/agent13/movement13,/movementSensor,Bedroom,/agent13/movement13/movement,/derived/boolean,read,0,1520032511129,normal
lightcontrol29,/agent29/lightcontrol29,/lightControler,room_10,/agent29/movement29,/movementSensor,room_10,/agent29/movement29/movement,/derived/boolean,read,0,1520032519596,normal
movement13,/agent13/movement13,/movementSensor,Bedroom,/agent13/movement13,/movementSensor,Bedroom,/agent13/movement13/movement,/derived/boolean,write,1,1520032522978,normal
movement13,/agent13/movement13,/movementSensor,Bedroom,/agent13/movement13,/movementSensor,Bedroom,/agent13/movement13/lastChange,/basic/number,write,1.521216841986E12,1520032523491,normal
tempin29,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,write,19.6235,1520032523614,normal
tempin13,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,write,19.8697,1520032530963,normal
lightcontrol13,/agent13/lightcontrol13,/lightControler,Bedroom,/agent13/movement13,/movementSensor,Bedroom,/agent13/movement13/movement,/derived/boolean,read,1,1520032531721,normal
lightcontrol13,/agent13/lightcontrol13,/lightControler,Bedroom,/agent13/lightcontrol13,/lightControler,Bedroom,/agent13/lightcontrol13/lightOn,/derived/boolean,write,1,1520032531906,normal
lightcontrol29,/agent29/lightcontrol29,/lightControler,room_10,/agent29/movement29,/movementSensor,room_10,/agent29/movement29/movement,/derived/boolean,read,0,1520032540229,normal
tempin29,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,write,19.9015,1520032544185,normal
tempin13,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,write,20.2656,1520032551965,normal
lightcontrol13,/agent13/lightcontrol13,/lightControler,Bedroom,/agent13/movement13,/movementSensor,Bedroom,/agent13/movement13/movement,/derived/boolean,read,1,1520032552508,normal
lightcontrol29,/agent29/lightcontrol29,/lightControler,room_10,/agent29/movement29,/movementSensor,room_10,/agent29/movement29/movement,/derived/boolean,read,0,1520032560842,normal
tempin29,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,write,20.1447,1520032564921,normal
tempin13,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,write,19.7461,1520032572773,normal
lightcontrol13,/agent13/lightcontrol13,/lightControler,Bedroom,/agent13/movement13,/movementSensor,Bedroom,/agent13/movement13/movement,/derived/boolean,read,1,1520032573152,normal
lightcontrol29,/agent29/lightcontrol29,/lightControler,room_10,/agent29/movement29,/movementSensor,room_10,/agent29/movement29/movement,/derived/boolean,read,0,1520032582777,normal
tempin29,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,write,19.9246,1520032585534,normal
tempin13,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,write,19.9219,1520032593888,normal
lightcontrol13,/agent13/lightcontrol13,/lightControler,Bedroom,/agent13/movement13,/movementSensor,Bedroom,/agent13/movement13/movement,/derived/boolean,read,1,1520032594041,normal
lightcontrol29,/agent29/lightcontrol29,/lightControler,room_10,/agent29/movement29,/movementSensor,room_10,/agent29/movement29/movement,/derived/boolean,read,0,1520032603553,normal
tempin29,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,write,19.9723,1520032606105,normal
tempin13,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,write,19.5456,1520032614459,normal
lightcontrol13,/agent13/lightcontrol13,/lightControler,Bedroom,/agent13/movement13,/movementSensor,Bedroom,/agent13/movement13/movement,/derived/boolean,read,1,1520032614715,normal
lightcontrol29,/agent29/lightcontrol29,/lightControler,room_10,/agent29/movement29,/movementSensor,room_10,/agent29/movement29/movement,/derived/boolean,read,0,1520032624258,normal
tempin29,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,write,19.8979,1520032626677,normal
tempin13,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,write,20.1502,1520032635072,normal
lightcontrol13,/agent13/lightcontrol13,/lightControler,Bedroom,/agent13/movement13,/movementSensor,Bedroom,/agent13/movement13/movement,/derived/boolean,read,1,1520032635400,normal
lightcontrol29,/agent29/lightcontrol29,/lightControler,room_10,/agent29/movement29,/movementSensor,room_10,/agent29/movement29/movement,/derived/boolean,read,0,1520032644912,normal
tempin29,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,write,19.8484,1520032647259,normal
tempin13,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,write,20.4484,1520032655726,normal
lightcontrol13,/agent13/lightcontrol13,/lightControler,Bedroom,/agent13/movement13,/movementSensor,Bedroom,/agent13/movement13/movement,/derived/boolean,read,1,1520032656074,normal
lightcontrol29,/agent29/lightcontrol29,/lightControler,room_10,/agent29/movement29,/movementSensor,room_10,/agent29/movement29/movement,/derived/boolean,read,0,1520032665781,normal
tempin29,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,write,20.2168,1520032667841,normal
tempin13,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,write,19.6007,1520032676677,normal
lightcontrol13,/agent13/lightcontrol13,/lightControler,Bedroom,/agent13/movement13,/movementSensor,Bedroom,/agent13/movement13/movement,/derived/boolean,read,1,1520032676789,normal
lightcontrol29,/agent29/lightcontrol29,/lightControler,room_10,/agent29/movement29,/movementSensor,room_10,/agent29/movement29/movement,/derived/boolean,read,0,1520032686916,normal
tempin29,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,write,20.3292,1520032688423,normal
tempin13,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,write,20.4907,1520032697269,normal
lightcontrol13,/agent13/lightcontrol13,/lightControler,Bedroom,/agent13/movement13,/movementSensor,Bedroom,/agent13/movement13/movement,/derived/boolean,read,1,1520032697381,normal
lightcontrol29,/agent29/lightcontrol29,/lightControler,room_10,/agent29/movement29,/movementSensor,room_10,/agent29/movement29/movement,/derived/boolean,read,0,1520032707816,normal
tempin29,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,write,20.1825,1520032709497,normal
tempin13,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,write,20.1517,1520032717861,normal
lightcontrol13,/agent13/lightcontrol13,/lightControler,Bedroom,/agent13/movement13,/movementSensor,Bedroom,/agent13/movement13/movement,/derived/boolean,read,1,1520032718291,normal
lightcontrol29,/agent29/lightcontrol29,/lightControler,room_10,/agent29/movement29,/movementSensor,room_10,/agent29/movement29/movement,/derived/boolean,read,0,1520032729126,normal
tempin29,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,write,20.0998,1520032730386,normal
tempin13,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,write,20.3890,1520032738545,normal
lightcontrol13,/agent13/lightcontrol13,/lightControler,Bedroom,/agent13/movement13,/movementSensor,Bedroom,/agent13/movement13/movement,/derived/boolean,read,1,1520032739048,normal
lightcontrol29,/agent29/lightcontrol29,/lightControler,room_10,/agent29/movement29,/movementSensor,room_10,/agent29/movement29/movement,/derived/boolean,read,0,1520032749892,normal
tempin29,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,write,20.3299,1520032750968,normal
tempin13,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,write,20.2960,1520032759097,normal
lightcontrol13,/agent13/lightcontrol13,/lightControler,Bedroom,/agent13/movement13,/movementSensor,Bedroom,/agent13/movement13/movement,/derived/boolean,read,1,1520032759681,normal
lightcontrol29,/agent29/lightcontrol29,/lightControler,room_10,/agent29/movement29,/movementSensor,room_10,/agent29/movement29/movement,/derived/boolean,read,0,1520032770546,normal
tempin29,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,write,19.6536,1520032771673,normal
tempin13,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,write,20.1441,1520032779976,normal
lightcontrol13,/agent13/lightcontrol13,/lightControler,Bedroom,/agent13/movement13,/movementSensor,Bedroom,/agent13/movement13/movement,/derived/boolean,read,1,1520032780498,normal
lightcontrol29,/agent29/lightcontrol29,/lightControler,room_10,/agent29/movement29,/movementSensor,room_10,/agent29/movement29/movement,/derived/boolean,read,0,1520032791128,normal
tempin29,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,write,20.2035,1520032792409,normal
tempin13,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,write,19.9950,1520032800578,normal
lightcontrol13,/agent13/lightcontrol13,/lightControler,Bedroom,/agent13/movement13,/movementSensor,Bedroom,/agent13/movement13/movement,/derived/boolean,read,1,1520032801388,normal
